2,R,4,5,6,7,8,9,X,11,12,L,P
2,Y,4,5,6,7,8,9,X,11,12,L,P
12,G,X,9,8,7,6,5,4,3,2,L,P
12,B,X,9,8,7,6,5,4,3,2,L,P
